Molecule,FRET_before,FRET_after,Time,number_of_frames,treatment_name,repeat
236_02_Misfolded_1.0,0.744916,0.447873,23,428,02_Misfolded,1.0
236_02_Misfolded_1.0,0.447873,0.620982,2,428,02_Misfolded,1.0
265_02_Misfolded_1.0,0.881284,0.498578,73,152,02_Misfolded,1.0
272_02_Misfolded_1.0,0.490691,0.356971,206,348,02_Misfolded,1.0
272_02_Misfolded_1.0,0.356971,0.490691,38,348,02_Misfolded,1.0
272_02_Misfolded_1.0,0.490691,0.356971,88,348,02_Misfolded,1.0
001_03_A8A2_2.0,0.100076,0.734462,21,35,03_A8A2,2.0
002_03_A8A2_1.0,0.169246,0.081822,32,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.169246,758,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,24,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.169246,431,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,5,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.32048,6,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.32048,0.169246,21,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,79,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.32048,46,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.32048,0.169246,23,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,10,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.169246,15,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,16,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.169246,63,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.081822,65,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.081822,0.169246,31,1750,03_A8A2,1.0
002_03_A8A2_1.0,0.169246,0.32048,17,1750,03_A8A2,1.0
003_03_A8A2_1.0,0.137065,0.688162,138,145,03_A8A2,1.0
003_03_A8A2_1.0,0.688162,0.137065,6,145,03_A8A2,1.0
003_03_A8A2_2.0,0.070007,1.01453,312,315,03_A8A2,2.0
004_03_A8A2_1.0,0.045398,0.444818,1303,1315,03_A8A2,1.0
004_03_A8A2_2.0,0.056018,0.700356,22,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.700356,0.056018,4,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,513,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,9,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,190,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,1,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,277,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,37,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,351,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,6,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,131,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,15,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,44,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.056018,12,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.700356,105,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.700356,0.056018,5,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.056018,0.158069,26,1800,03_A8A2,2.0
004_03_A8A2_2.0,0.158069,0.700356,8,1800,03_A8A2,2.0
005_03_A8A2_1.0,0.057627,0.345739,794,985,03_A8A2,1.0
005_03_A8A2_1.0,0.345739,0.057627,59,985,03_A8A2,1.0
005_03_A8A2_1.0,0.057627,0.345739,89,985,03_A8A2,1.0
005_03_A8A2_1.0,0.345739,0.057627,21,985,03_A8A2,1.0
005_03_A8A2_1.0,0.057627,0.703443,2,985,03_A8A2,1.0
005_03_A8A2_2.0,0.49778,0.386228,32,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,25,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,12,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,6,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,11,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.49778,19,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,23,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.49778,10,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,142,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.49778,28,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,6,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,4,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,26,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,29,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,44,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.49778,24,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,24,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,53,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,14,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,5,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,10,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,31,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,15,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,21,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,32,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,18,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,37,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,231,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.06338,9,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.06338,0.611677,238,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.49778,6,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,55,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.611677,0.386228,36,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,22,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.386228,23,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.386228,0.49778,10,1360,03_A8A2,2.0
005_03_A8A2_2.0,0.49778,0.611677,21,1360,03_A8A2,2.0
006_03_A8A2_1.0,0.071843,0.212875,724,1170,03_A8A2,1.0
006_03_A8A2_1.0,0.212875,0.071843,61,1170,03_A8A2,1.0
006_03_A8A2_1.0,0.071843,0.212875,194,1170,03_A8A2,1.0
006_03_A8A2_1.0,0.212875,0.071843,15,1170,03_A8A2,1.0
006_03_A8A2_1.0,0.071843,0.212875,139,1170,03_A8A2,1.0
006_03_A8A2_1.0,0.212875,0.792326,16,1170,03_A8A2,1.0
007_03_A8A2_1.0,0.160214,0.680268,40,55,03_A8A2,1.0
007_03_A8A2_2.0,0.090407,0.847251,81,465,03_A8A2,2.0
007_03_A8A2_2.0,0.847251,0.090407,1,465,03_A8A2,2.0
007_03_A8A2_2.0,0.090407,0.847251,117,465,03_A8A2,2.0
007_03_A8A2_2.0,0.847251,0.090407,6,465,03_A8A2,2.0
007_03_A8A2_2.0,0.090407,0.847251,202,465,03_A8A2,2.0
008_03_A8A2_1.0,0.032284,0.91592,1004,1005,03_A8A2,1.0
009_03_A8A2_1.0,0.064032,0.90008,447,460,03_A8A2,1.0
009_03_A8A2_2.0,0.045878,-0.14157,76,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,3,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,21,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,4,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,129,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,1,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,0.239958,112,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.239958,0.045878,7,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,0.239958,51,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.239958,0.045878,87,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,28,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,1,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,10,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,2,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,32,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,4,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,25,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,4,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,72,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,2,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,74,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,8,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,67,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.239958,5,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.239958,0.045878,10,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,0.239958,57,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.239958,0.045878,22,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,-0.14157,39,1053,03_A8A2,2.0
009_03_A8A2_2.0,-0.14157,0.045878,1,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.045878,0.239958,19,1053,03_A8A2,2.0
009_03_A8A2_2.0,0.239958,0.712773,7,1053,03_A8A2,2.0
010_03_A8A2_1.0,0.078018,0.907282,101,140,03_A8A2,1.0
010_03_A8A2_2.0,0.072464,0.270334,52,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,6,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,13,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,2,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.692983,104,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.692983,0.270334,29,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,3,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.692983,7,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.692983,0.270334,38,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,21,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,21,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.692983,4,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.692983,0.072464,6,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,5,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,5,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,33,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,6,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,7,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,9,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,7,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,2,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,832,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,3,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,117,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,4,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,61,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.270334,0.072464,7,1455,03_A8A2,2.0
010_03_A8A2_2.0,0.072464,0.270334,34,1455,03_A8A2,2.0
011_03_A8A2_1.0,0.212935,0.047186,39,700,03_A8A2,1.0
011_03_A8A2_1.0,0.047186,0.212935,653,700,03_A8A2,1.0
011_03_A8A2_2.0,0.823988,0.144312,39,130,03_A8A2,2.0
011_03_A8A2_2.0,0.144312,0.549403,26,130,03_A8A2,2.0
011_03_A8A2_2.0,0.549403,0.144312,64,130,03_A8A2,2.0
012_03_A8A2_2.0,0.131309,0.686648,305,310,03_A8A2,2.0
013_03_A8A2_1.0,0.086093,0.934017,158,185,03_A8A2,1.0
013_03_A8A2_2.0,0.071312,0.277296,167,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.755481,18,975,03_A8A2,2.0
013_03_A8A2_2.0,0.755481,0.277296,2,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.071312,6,975,03_A8A2,2.0
013_03_A8A2_2.0,0.071312,0.277296,21,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.071312,9,975,03_A8A2,2.0
013_03_A8A2_2.0,0.071312,0.277296,241,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.071312,21,975,03_A8A2,2.0
013_03_A8A2_2.0,0.071312,0.277296,398,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.071312,10,975,03_A8A2,2.0
013_03_A8A2_2.0,0.071312,0.277296,13,975,03_A8A2,2.0
013_03_A8A2_2.0,0.277296,0.755481,51,975,03_A8A2,2.0
013_03_A8A2_2.0,0.755481,0.277296,5,975,03_A8A2,2.0
014_03_A8A2_1.0,0.274143,0.783065,19,102,03_A8A2,1.0
014_03_A8A2_2.0,0.073713,0.733156,274,280,03_A8A2,2.0
016_03_A8A2_2.0,0.073539,0.481378,909,915,03_A8A2,2.0
017_03_A8A2_1.0,0.056897,0.889428,499,535,03_A8A2,1.0
017_03_A8A2_2.0,0.061003,0.318558,145,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.318558,0.061003,6,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.061003,0.852929,29,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.852929,0.061003,16,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.061003,0.318558,28,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.318558,0.852929,1,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.852929,0.061003,3,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.061003,0.318558,715,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.318558,0.061003,5,1100,03_A8A2,2.0
017_03_A8A2_2.0,0.061003,0.852929,10,1100,03_A8A2,2.0
018_03_A8A2_2.0,0.703,0.882788,62,555,03_A8A2,2.0
018_03_A8A2_2.0,0.882788,0.062733,90,555,03_A8A2,2.0
018_03_A8A2_2.0,0.062733,0.270562,358,555,03_A8A2,2.0
018_03_A8A2_2.0,0.270562,0.062733,43,555,03_A8A2,2.0
019_03_A8A2_1.0,0.033289,0.150925,673,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.150925,0.033289,62,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.033289,0.150925,279,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.150925,0.033289,18,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.033289,0.150925,92,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.150925,0.033289,64,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.033289,0.150925,27,1300,03_A8A2,1.0
019_03_A8A2_1.0,0.150925,0.513158,48,1300,03_A8A2,1.0
019_03_A8A2_2.0,0.055329,0.173189,666,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.631444,23,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.631444,0.173189,1,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.055329,36,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.055329,0.173189,41,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.631444,29,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.631444,0.859532,2,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.173189,25,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.631444,41,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.631444,0.859532,2,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.173189,6,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.859532,46,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.173189,5,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.631444,9,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.631444,0.859532,1,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.631444,11,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.631444,0.859532,36,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.173189,15,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.173189,0.859532,8,1020,03_A8A2,2.0
019_03_A8A2_2.0,0.859532,0.055329,16,1020,03_A8A2,2.0
020_03_A8A2_2.0,0.042424,0.348027,1216,1280,03_A8A2,2.0
020_03_A8A2_2.0,0.348027,0.042424,29,1280,03_A8A2,2.0
020_03_A8A2_2.0,0.042424,0.348027,9,1280,03_A8A2,2.0
021_03_A8A2_1.0,0.047261,0.929983,182,285,03_A8A2,1.0
021_03_A8A2_1.0,0.929983,0.047261,11,285,03_A8A2,1.0
021_03_A8A2_1.0,0.047261,0.468041,13,285,03_A8A2,1.0
021_03_A8A2_2.0,0.181385,0.419365,30,270,03_A8A2,2.0
021_03_A8A2_2.0,0.419365,0.181385,154,270,03_A8A2,2.0
021_03_A8A2_2.0,0.181385,0.419365,59,270,03_A8A2,2.0
022_03_A8A2_1.0,0.059121,0.398905,1467,1495,03_A8A2,1.0
023_03_A8A2_1.0,0.076353,0.35865,337,480,03_A8A2,1.0
023_03_A8A2_1.0,0.35865,0.707463,33,480,03_A8A2,1.0
023_03_A8A2_1.0,0.707463,0.35865,60,480,03_A8A2,1.0
023_03_A8A2_2.0,0.089637,0.39544,251,320,03_A8A2,2.0
024_03_A8A2_1.0,0.069699,0.856097,365,375,03_A8A2,1.0
024_03_A8A2_2.0,0.706872,0.479134,217,218,03_A8A2,2.0
025_03_A8A2_1.0,0.018229,0.477691,655,660,03_A8A2,1.0
025_03_A8A2_2.0,0.152499,0.334905,12,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,7,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,0.334905,17,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,-0.067097,11,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,2,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,0.334905,79,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,13,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,39,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.334905,6,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,13,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,44,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,5,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,13,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.334905,16,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,9,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,28,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.334905,2,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,-0.067097,31,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,14,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,18,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,33,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,6,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,3,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,15,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,9,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,34,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,3,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,86,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,10,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,9,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,2,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,25,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.334905,8,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,10,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,102,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,0.334905,20,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.152499,33,886,03_A8A2,2.0
025_03_A8A2_2.0,0.152499,-0.067097,6,886,03_A8A2,2.0
025_03_A8A2_2.0,-0.067097,0.334905,3,886,03_A8A2,2.0
025_03_A8A2_2.0,0.334905,0.75466,20,886,03_A8A2,2.0
025_03_A8A2_2.0,0.75466,0.334905,54,886,03_A8A2,2.0
026_03_A8A2_1.0,0.979377,0.252272,34,250,03_A8A2,1.0
026_03_A8A2_1.0,0.252272,0.62294,197,250,03_A8A2,1.0
026_03_A8A2_2.0,0.370531,0.225377,104,335,03_A8A2,2.0
026_03_A8A2_2.0,0.225377,0.370531,95,335,03_A8A2,2.0
026_03_A8A2_2.0,0.370531,0.225377,13,335,03_A8A2,2.0
026_03_A8A2_2.0,0.225377,0.370531,119,335,03_A8A2,2.0
027_03_A8A2_1.0,0.67465,0.176152,149,1100,03_A8A2,1.0
027_03_A8A2_1.0,0.176152,0.276765,192,1100,03_A8A2,1.0
027_03_A8A2_1.0,0.276765,0.471473,598,1100,03_A8A2,1.0
027_03_A8A2_2.0,0.027358,0.290058,140,160,03_A8A2,2.0
028_03_A8A2_2.0,0.038976,0.515241,394,615,03_A8A2,2.0
028_03_A8A2_2.0,0.515241,0.038976,47,615,03_A8A2,2.0
028_03_A8A2_2.0,0.038976,0.515241,144,615,03_A8A2,2.0
029_03_A8A2_1.0,0.068436,0.578911,1455,1460,03_A8A2,1.0
029_03_A8A2_2.0,0.398332,0.016119,89,101,03_A8A2,2.0
030_03_A8A2_1.0,0.074435,0.900416,198,500,03_A8A2,1.0
030_03_A8A2_1.0,0.900416,0.727174,93,500,03_A8A2,1.0
030_03_A8A2_1.0,0.727174,0.900416,47,500,03_A8A2,1.0
030_03_A8A2_1.0,0.900416,0.727174,11,500,03_A8A2,1.0
030_03_A8A2_1.0,0.727174,0.900416,45,500,03_A8A2,1.0
030_03_A8A2_1.0,0.900416,0.727174,16,500,03_A8A2,1.0
031_03_A8A2_1.0,0.064272,0.592333,732,740,03_A8A2,1.0
031_03_A8A2_2.0,0.043958,0.309486,152,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,8,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,30,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,26,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,66,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,303,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,6,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,11,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,10,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,58,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,7,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,0.309486,7,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,62,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.309486,3,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,5,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,34,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,14,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,7,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,9,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,6,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,0.309486,45,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,-0.131147,6,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,9,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,29,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,29,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,17,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,0.309486,33,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,3,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,77,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,4,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,10,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,13,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,0.309486,105,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,5,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,21,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,7,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,37,1473,03_A8A2,2.0
031_03_A8A2_2.0,-0.131147,0.043958,12,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,0.309486,90,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.309486,0.043958,20,1473,03_A8A2,2.0
031_03_A8A2_2.0,0.043958,-0.131147,9,1473,03_A8A2,2.0
